review,rating,date,bank,source,vader_compound,vader_label
Poor quality,1,2022-06-02,CBE,Google Play,-0.4767,neg
በጣም ተመችቶኛል,5,2022-06-02,CBE,Google Play,0.0,neu
Love this app Couse it makes my life Easier,5,2022-06-02,CBE,Google Play,0.7906,pos
I love it😍,5,2022-06-02,CBE,Google Play,0.802,pos
This is an amazing application. It is very easy to use and understand. CBE Thanks for making it.,4,2022-06-02,CBE,Google Play,0.8718,pos
ጥሩ አፕልኬሽን ነው ። ተጨማሪ የዲጂታል ከረንሲዎችን ማስተናፐድ እንዲችል ቢሆን ደግሞ ጥሩ ነበር።,5,2022-06-02,CBE,Google Play,0.0,neu
"Simple, clear, smart and easy. Download right now and use it.",4,2022-06-01,CBE,Google Play,0.802,pos
"I would have given the app 5 stars if the download or share function of the last transaction confirmation is working. I wonder why you desabled it as I repeatedly obliged to screenshot the confirmation. If I were you, enable is as even pdf file to print and file. I hope you will correct by updating it.",4,2022-05-30,CBE,Google Play,0.6249,pos
"Best Mobile Banking App, easy and Clear to use.",5,2022-05-29,CBE,Google Play,0.8658,pos
Easy beautiful design,5,2022-05-28,CBE,Google Play,0.7783,pos
The best💜💜,5,2022-05-27,CBE,Google Play,0.9274,pos
Very nice App,5,2022-05-27,CBE,Google Play,0.4754,pos
It is good application.,1,2022-05-27,CBE,Google Play,0.4404,pos
The Best And Suitabel And Easy To Use,5,2022-05-26,CBE,Google Play,0.7964,pos
No mobile app like this. Really an amazing,5,2022-05-26,CBE,Google Play,0.6573,pos
It was good until I have many transactions then it started to stack and lagg,2,2022-05-26,CBE,Google Play,0.4404,pos
"The app overlaps on other apps after closing, please bring some improvements. The rest is best.",5,2022-05-25,CBE,Google Play,0.8316,pos
ለመጠቀም በጣም ቀላልና አመቺ ነዉ!,5,2022-05-25,CBE,Google Play,0.0,neu
Very atractive app,5,2022-05-25,CBE,Google Play,0.0,neu
"I'm blind. I have been using this service since 2008 EC. More or less both versions are accessible to our screen reader, talkback. However, after updating the app, its account tab couldn't display second account which is connected via CBE account. Secondly after transfering money, it shows save and share options but doesn't work.",3,2022-05-23,CBE,Google Play,0.2144,pos
"Very disappointing, it doesnt order transaction correctly, it randomly switches the orders everytime you refresh it, it sometimes shows wrong dates. Very unorganized.",1,2022-05-23,CBE,Google Play,-0.7645,neg
It performs two transaction with just one request....በጣም ቆሻሻ የሆነ app nw የእዉነት,1,2022-05-23,CBE,Google Play,0.0,neu
Vip,5,2022-05-23,CBE,Google Play,0.5106,pos
Can't update or syinc transactions,1,2022-05-22,CBE,Google Play,0.0,neu
This is very good app; Thank you developers!,5,2022-05-20,CBE,Google Play,0.739,pos
Good easy and fast,5,2022-05-20,CBE,Google Play,0.7003,pos
አፑን ስጠቀም የመጀመሪያዬ ነው ..... This is one of the most user friendly app that i have ever been using on my phone ..... I wish i could give you not 5* but 55* ...keep it up !!,5,2022-05-20,CBE,Google Play,0.568,pos
CBE is the best!,5,2022-05-19,CBE,Google Play,0.6696,pos
Quick and easy to you it.. I liked it,5,2022-05-18,CBE,Google Play,0.6908,pos
Nigd,5,2022-05-18,CBE,Google Play,0.0,neu
It is best app but samtime busy,5,2022-05-16,CBE,Google Play,0.3818,pos
Smart app Thanks 👍👍👍,5,2022-05-16,CBE,Google Play,0.6808,pos
At work,5,2022-05-15,CBE,Google Play,0.0,neu
Very best App,5,2022-05-15,CBE,Google Play,0.6697,pos
Fast and time saving app.,5,2022-05-14,CBE,Google Play,0.0,neu
Sometimes it's busy the remain is good,4,2022-05-13,CBE,Google Play,0.4404,pos
"If I could go lower, I would. Don't trust it when it says transaction failed.",1,2022-05-10,CBE,Google Play,-0.8021,neg
"this is the best ethiopia application to transfer money account to account, bank to bank, pay bills, recharge your mobile card",5,2022-05-09,CBE,Google Play,0.5859,pos
"I gave 1 star, because to get verification number must go to branch. Now day technology is developing by speed of light. Please make it register and usable without going branch. The i will give 5 star.",1,2022-05-09,CBE,Google Play,0.3818,pos
"It is very interesting and useful app, it make easy process of finacial transaction, i like it",5,2022-05-08,CBE,Google Play,0.8899,pos
Useful and synchronized fast.,4,2022-05-08,CBE,Google Play,0.4404,pos
I like the app but sometimes it gives you error message but the transfer was done even no notification so i thought not transferred so i do transfer again so i do double transfer Please improve this,3,2022-05-06,CBE,Google Play,0.296,pos
ገንዘብ ከአካውንት ወደ አካውንት የሚያስተላልፉ ሰዎቸን ስም ወይም ስልካቸውን ብናገኝ እንደ ቤተክርስቲያን ደረሰኝ ለመስጠትና ለማመስገን ይረዳናል ።,4,2022-05-05,CBE,Google Play,0.0,neu
"It is best application for banking system. Because it's save time, and make easy all things like, paying for other, transferring mobile charging and etc... But it's good if you add mini statement option like tele birr app, it's make full.",4,2022-05-05,CBE,Google Play,0.926,pos
Very easy to use.,5,2022-05-05,CBE,Google Play,0.4927,pos
It was good app I like it.,4,2022-05-05,CBE,Google Play,0.6597,pos
Stopped showing received or deposits recently.,3,2022-05-05,CBE,Google Play,-0.2263,neg
reviews,1,2022-05-04,CBE,Google Play,0.0,neu
Best app to use,5,2022-05-04,CBE,Google Play,0.6369,pos
Every time it needs to reconfiger by physical presentation. Why online access is not given to the user?,2,2022-05-04,CBE,Google Play,0.0,neu
open,5,2022-05-03,CBE,Google Play,0.0,neu
Good its,5,2022-05-03,CBE,Google Play,0.4404,pos
"First of all you need to be given a pin from a commercial bank, next you must have your bank book with you in order to be given the pin code. So I never got to use it, I just didn't want it that bad.",1,2022-05-02,CBE,Google Play,-0.575,neg
"You have to go to the bank branch to activate the app where there is the worst customer service, after the activation the app lags so much that i had to uninstall it to restart it again. Know it asks to go to the bank again to activate it.",1,2022-05-01,CBE,Google Play,-0.765,neg
Am a postgraduate student. it has eased my life here .,5,2022-04-29,CBE,Google Play,0.296,pos
Really Simple and Secured,5,2022-04-25,CBE,Google Play,0.4522,pos
It has simply simplified my life..i love it.,5,2022-04-25,CBE,Google Play,0.6369,pos
very very nice app but it's Not done by simple network,4,2022-04-25,CBE,Google Play,0.2927,pos
It's the perfect app for online mobile banking,5,2022-04-22,CBE,Google Play,0.5719,pos
Exceptionaly Good!!,5,2022-04-22,CBE,Google Play,0.5399,pos
Excellent and simple app than all available apps,5,2022-04-20,CBE,Google Play,0.5719,pos
It would be really awesome if it had an export to csv file option on recent transactions.,4,2022-04-20,CBE,Google Play,0.659,pos
Easly And Vergood App Thanks CBE From Shilabo Ethiopia Somali Regional State,5,2022-04-19,CBE,Google Play,0.4404,pos
Best bank of Ethiopia good,2,2022-04-19,CBE,Google Play,0.7964,pos
መልካም,5,2022-04-19,CBE,Google Play,0.0,neu
Immaculately designed for the target group.,4,2022-04-17,CBE,Google Play,0.0,neu
Difficult to link two accounts,2,2022-04-15,CBE,Google Play,-0.3612,neg
Perfect!!,5,2022-04-15,CBE,Google Play,0.6467,pos
That's a good app but it 's more fun if you add features like weekly report download in PDF and that's why I gave you 4⭐.,4,2022-04-15,CBE,Google Play,0.8776,pos
Superb,5,2022-04-14,CBE,Google Play,0.6249,pos
Ridiculous,2,2022-04-14,CBE,Google Play,-0.3612,neg
"Is very important APP used at a time T, anywhere. Thanks",5,2022-04-13,CBE,Google Play,0.6115,pos
Its good to taransfer,4,2022-04-13,CBE,Google Play,0.4404,pos
Thanks CBE!,5,2022-04-13,CBE,Google Play,0.4926,pos
Best mobile banking App,5,2022-04-12,CBE,Google Play,0.6369,pos
This app makes it easy to make transaction,4,2022-04-12,CBE,Google Play,0.4404,pos
Not helpful,1,2022-04-10,CBE,Google Play,-0.3252,neg
በጣም አሪፍ ሲስትም ነው በርቱ,5,2022-04-09,CBE,Google Play,0.0,neu
"It is very good, it make my life easy !!",4,2022-04-08,CBE,Google Play,0.7702,pos
Bdry good app and functional system,5,2022-04-07,CBE,Google Play,0.4404,pos
It's a nice app & works properly.,5,2022-04-07,CBE,Google Play,0.4215,pos
"It app so bad for it can't update review recent send,others thing the service are so poor",1,2022-04-06,CBE,Google Play,-0.8585,neg
Fast and accurate,5,2022-04-06,CBE,Google Play,0.0,neu
Exelent app it's very help full,5,2022-04-06,CBE,Google Play,0.4576,pos
"I am a biginer, too early to comment",5,2022-04-05,CBE,Google Play,0.0,neu
Great 👍 👌 👍 App,5,2022-04-05,CBE,Google Play,0.8816,pos
"I appreciate the effort you put in this application, but for commercial bank employees, you should include staff who speak the language spoken by the customers, depending on the location of the bank, in particular, the Somali region thank you. ለንግድ ባንክ ሰራተኞች ግን ደንበኞቹ የሚናገሩትን ቋንቋ የሚናገሩ ሰራተኞችን ማካተት አለቦት እንደ ባንኩ አካባቢ በተለይም የሶማሌ ክልል እናመሰግናለን።",3,2022-04-05,CBE,Google Play,0.6249,pos
"Unreliable,slow app with childish interface. Learn from other banks such as BoA to design your app and try to add more functionality.",1,2022-04-05,CBE,Google Play,-0.296,neg
Really I am happy by this app is to use and time wise insted of go bank I use my phone to transfer money.,5,2022-04-05,CBE,Google Play,0.7943,pos
How do I register what do I need am new customer ?,3,2022-04-04,CBE,Google Play,0.0,neu
Not fun.....not lively Its 2022 and counting u guys suck,1,2022-04-04,CBE,Google Play,-0.6492,neg
It's good application but sometimes can't work properly!,3,2022-04-03,CBE,Google Play,0.3054,pos
"It is a great app, I like it!",5,2022-04-03,CBE,Google Play,0.784,pos
Not seen money send to agent why?,5,2022-04-02,CBE,Google Play,0.0,neu
It is very useful app I like it to use,1,2022-04-01,CBE,Google Play,0.6901,pos
"Have been using it for 2 years, the new update is even better. Best MB app",4,2022-04-01,CBE,Google Play,0.7964,pos
Wow very good app i like,5,2022-03-31,CBE,Google Play,0.8588,pos
Not always good It is helpfull,5,2022-03-29,CBE,Google Play,-0.3412,neg
አንድ ጊዜ ታዞ ሁለቴ ያስተላልፋል አረ አስተካክሉት,4,2022-03-29,CBE,Google Play,0.0,neu
Very good. App,4,2022-03-29,CBE,Google Play,0.4927,pos
The best and secured app thank you!,5,2022-03-28,CBE,Google Play,0.8655,pos
After everything done it can't save and share the transactions receipt,3,2022-03-28,CBE,Google Play,-0.5448,neg
A must have apps.,5,2022-03-28,CBE,Google Play,0.0,neu
"It's good app, it is simple to use. It would be better if there was more recent records on the ""recents"" toolbar. It is only about 17 deposit and withdrawal recent records displayed to the user while others are deleted automatically.",4,2022-03-28,CBE,Google Play,0.7096,pos
Thank you.,5,2022-03-27,CBE,Google Play,0.3612,pos
I like the apps,5,2022-03-27,CBE,Google Play,0.3612,pos
Fantastic it's nice to using internationally network to developing world-wide.,4,2022-03-27,CBE,Google Play,0.7506,pos
Wow! This is how to make life easier!,5,2022-03-25,CBE,Google Play,0.8011,pos
its good app but the main problem of this app is When you change your phone or restore it you should go bank to instill the up again so imagin any time if you want change your phone you should go bank.thats to bad.,1,2022-03-25,CBE,Google Play,-0.6249,neg
Great and I am happy especially using it from abroad.,5,2022-03-25,CBE,Google Play,0.8316,pos
The app should have FAQ SO THAT THE APP DESCRIBES HOW TO USE SPECIALLY TRANSACTION ISSUES LIKE LIMITATIONS,3,2022-03-24,CBE,Google Play,0.4995,pos
Easy,5,2022-03-24,CBE,Google Play,0.4404,pos
Experience for free of charge payment,5,2022-03-22,CBE,Google Play,0.5106,pos
"It's a great app. I've been using this app since the bank launched it. As a long-term user, I would like to point out things that need to be improved. 1. Deleting money transfer history should be the user's choice. 2. There should be an option to download an in-depth transfer history for each transfer activity , just as there is posiblity to download a single time transfer recit. Do that and get 5 star.",3,2022-03-18,CBE,Google Play,0.8807,pos
Tell us more,5,2022-03-18,CBE,Google Play,0.0,neu
Useless up for payment purpose,1,2022-03-18,CBE,Google Play,-0.4215,neg
Easy to use v good,5,2022-03-18,CBE,Google Play,0.7003,pos
"Its amazing app , i like it specifically updated version is to smart . WOW CBE. But users have to Login without of goingto Bank after first registration . In this app If User was change His phone or uninstall app Hi have to go bank to use again, this is not good :: if this problem was fixed This app wasn't Any - comments. This is my feedback Thanks",5,2022-03-18,CBE,Google Play,0.5139,pos
It is very useful app that easer to use,5,2022-03-17,CBE,Google Play,0.4927,pos
Fetching transactions is very slow and makes the whole app stacked.,3,2022-03-16,CBE,Google Play,0.0,neu
Easy to use. I love it !,5,2022-03-15,CBE,Google Play,0.8122,pos
It would be more help full if you can login with two of your accounts,3,2022-03-15,CBE,Google Play,0.4576,pos
It is easy and safe application,5,2022-03-11,CBE,Google Play,0.7003,pos
Deducting 2times the same order starting from march7and 8 it is difficult to use mobile banking,2,2022-03-11,CBE,Google Play,-0.3612,neg
I am interested in the application.,5,2022-03-10,CBE,Google Play,0.4019,pos
I am comfertable with the sevice upto this time. But wish the service be applicable without internet connection. If this is possible more custemers benifits.,4,2022-03-10,CBE,Google Play,0.5499,pos
is the best,1,2022-03-10,CBE,Google Play,0.6369,pos
🙄🙄🙄,5,2022-03-09,CBE,Google Play,0.0,neu
"I can;t see my account, I can;t send it, it;s just a search, it doesn;t open",1,2022-03-09,CBE,Google Play,0.0,neu
easy for life,5,2022-03-08,CBE,Google Play,0.4404,pos
Wow makes my Business Smarter and Faster. Thank you for Details.,5,2022-03-08,CBE,Google Play,0.8519,pos
